Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
267,Tekken 5,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0,0.75,4.22
268,Dragon Warrior III,PC,1995,Strategy,Activision,1.7,2.27,0,0.23,4.21
269,Sports Champions,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21
270,NBA 2K16,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
271,World Soccer Winning Eleven 8 International,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
272,Flash Focus: Vision Training in Minutes a Day,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
273,Namco Museum Vol.1,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
274,The Legend of Zelda: Link's Awakening,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
275,Mario & Luigi: Bowser's Inside Story,PS3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19
276,Big Brain Academy: Wii Degree,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
277,Nintendogs + cats,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17
278,Batman: Arkham Knight,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
279,Mario & Sonic at the London 2012 Olympic Games,PS,1997,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16
280,LEGO Indiana Jones: The Original Adventures,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
281,Resident Evil Director's Cut,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
282,Ratchet & Clank: Size Matters,PC,1997,Shooter,Vivendi Games,4.03,0,0.09,0,4.12
283,Just Dance 2014,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
284,The Sims: Unleashed,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11
285,Super Paper Mario,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1
286,Harry Potter and the Sorcerer's Stone,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
287,The Witcher 3: Wild Hunt,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1
288,Resident Evil 3: Nemesis,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
289,Spyro: Year of the Dragon,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09
290,FIFA Soccer 2005,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
291,Pokémon Trading Card Game,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
292,Battlefield 4,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
293,MySims,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
294,Friend Collection,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
295,Tony Hawk's Pro Skater 4,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
296,Midnight Club 3: DUB Edition,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
297,Banjo-Kazooie,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
298,SOCOM: U.S. Navy SEALs,PS4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02
299,Guitar Hero: World Tour,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01
300,Gran Turismo 6,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
301,Jak and Daxter: The Precursor Legacy,DS,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4
302,Pokemon Snap,X360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
303,FIFA Soccer 10,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0,0.54,3.98
304,Pro Evolution Soccer 2008,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92
305,Resident Evil 4,PS4,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92
306,Tom Clancy's The Division,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
307,Star Wars: Battlefront,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9
308,Doom II: Hell on Earth,PS3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89
309,The Simpsons: Road Rage,3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89
310,Cooking Mama 2: Dinner With Friends,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
311,Luigi's Mansion,PC,2011,Role-Playing,Bethesda Softworks,1.15,2.09,0,0.64,3.88
312,Star Wars: Battlefront II,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
313,WWF SmackDown!,NES,1988,Role-Playing,Enix Corporation,0.1,0,3.77,0,3.87
314,Croc: Legend of the Gobbos,PS3,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
315,The Getaway,PS4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
316,Tomb Raider III: Adventures of Lara Croft,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
317,James Bond 007: Agent Under Fire,DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
318,LEGO Star Wars: The Video Game,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
319,Rugrats in Paris: The Movie,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
320,Spyro 2: Ripto's Rage!,DS,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83
321,Left 4 Dead,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
322,Donkey Kong Country 3: Dixie Kong's Double Trouble!,3DS,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
323,Assassin's Creed: Brotherhood,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324,Kung Fu,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78
325,Clubhouse Games,X360,2008,Action,Activision,2.4,1.03,0,0.36,3.78
326,FIFA Soccer 2004,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
327,Battlefield: Bad Company 2,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
328,Guitar Hero: On Tour,Wii,2013,Misc,Ubisoft,1.98,1.47,0,0.32,3.76
329,Far Cry 3,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76
330,Monster Hunter 4,Wii,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
331,Borderlands,PS,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73
332,Tekken 4,PS4,2015,Role-Playing,Namco Bandai Games,0.96,2,0.21,0.56,3.73
333,LittleBigPlanet 2,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334,Grand Theft Auto 2,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71
335,Final Fantasy III,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
336,Spider-Man 2,GB,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
337,F-1 Race,PS3,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
338,FIFA Soccer 2003,DS,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
339,Crash Bash,DS,2009,Misc,Nintendo,0,0,3.67,0,3.67
340,LEGO Batman: The Videogame,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67
341,Metal Gear Solid V: The Phantom Pain,PSP,2005,Racing,Take-Two Interactive,1.65,1.22,0,0.79,3.66
342,The Legend of Zelda: Spirit Tracks,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
343,WWF War Zone,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
344,The Legend of Zelda: Majora's Mask,Wii,2008,Misc,Activision,2.33,0.97,0,0.35,3.65
345,Professor Layton and the Unwound Future,PS3,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
346,Rugrats: Search For Reptar,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
347,English Training: Have Fun Improving Your Skills!,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
348,James Bond 007: Nightfire,PS3,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
349,Ratchet & Clank,PS2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63
350,Mario Party 9,PS4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
351,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62
352,Max Payne,PS4,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
353,The Lord of the Rings: The Return of the King,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
354,Assassin's Creed Syndicate,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0,0.16,3.61
355,True Crime: Streets of LA,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61
356,Wii Music,DS,2007,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
357,Gran Turismo (PSP),GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
358,Monster Hunter X,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
359,Tekken,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
360,L.A. Noire,PS,1997,Platform,Fox Interactive,1.57,1.79,0,0.2,3.56
361,Madden NFL 16,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
362,Yokai Watch 2 Ganso/Honke,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
363,007: Tomorrow Never Dies,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364,Baseball,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
365,Killer Instinct,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
366,WWF SmackDown! 2: Know Your Role,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
367,Crisis Core: Final Fantasy VII,X360,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
368,God of War: Chains of Olympus,PS,2000,Action,THQ,1.96,1.33,0,0.23,3.52
369,Dragon Quest VI: Maboroshi no Daichi,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
370,Dance Central,X360,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
371,Enter the Matrix,DS,2009,Sports,Sega,1.22,1.66,0.27,0.38,3.52
372,Super Mario Maker,X360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51
373,Rhythm Heaven,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
374,Ace Combat 04: Shattered Skies,X360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
375,Club Penguin: Elite Penguin Force,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
376,Animal Crossing,X360,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
377,Sonic Rush,DS,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
378,Resident Evil 6,PS2,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
379,Halo: The Master Chief Collection,XOne,2015,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49
380,FIFA Soccer 08,X360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
381,Spider-Man,DS,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48
382,Need for Speed III: Hot Pursuit,XOne,2014,Action,Ubisoft,2.26,0.89,0,0.3,3.46
383,Star Wars Episode I Racer,PS3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
384,Personal Trainer: Cooking,3DS,2013,Role-Playing,Capcom,0,0,3.44,0,3.44
385,Dragon Warrior IV,X360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
386,Heavy Rain,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
387,Mass Effect 2,PS4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
388,Dragon Ball Z: Budokai,PS3,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
389,Madden NFL 2002,PS,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42
390,World Class Track Meet,SNES,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02,3.42
391,Borderlands 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41
392,The Legend of Zelda: A Link Between Worlds,GB,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
393,Donkey Kong,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
394,The Sims: Vacation,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
395,Mass Effect 3,X360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0,0.32,3.38
396,Kung Fu Panda,PS4,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
397,Epic Mickey,DS,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
398,Saints Row 2,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0,0.13,3.36
399,Rayman,N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
400,Killzone 2,DS,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
401,Tom Clancy's Splinter Cell,PS,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34
402,Mike Tyson's Punch-Out!!,X360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
403,WWE SmackDown! Shut Your Mouth,DS,2006,Misc,Nintendo,0,0.99,2.32,0.02,3.33
404,Gears of War: Ultimate Edition,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405,NBA 2K13,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
406,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
407,wwe Smackdown vs. Raw 2006,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
408,Middle-Earth: Shadow of Mordor,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
409,Star Fox,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
410,The Sims: Livin Large,PS4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
411,World Soccer Winning Eleven 6 International,XOne,2014,Shooter,Activision,2.13,0.92,0,0.23,3.28
412,Devil May Cry,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
413,Animal Crossing: Happy Home Designer,Wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
414,The Sims 4,PSP,2009,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
415,Star Wars: The Old Republic,3DS,2015,Action,Capcom,0.25,0.19,2.78,0.04,3.26
416,Sonic Heroes,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
417,Kirby Super Star Ultra,XOne,2015,Sports,Electronic Arts,0.88,2.11,0,0.23,3.23
418,Hitman 2: Silent Assassin,PS3,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
419,Wave Race 64,PS4,2015,Sports,Electronic Arts,2.33,0.3,0,0.59,3.22
420,SOCOM II: U.S. Navy SEALs,3DS,2014,Role-Playing,Nintendo,0.03,0,3.18,0,3.22
421,WWE SmackDown! vs. RAW 2006,PS,1999,Shooter,Electronic Arts,1.72,1.33,0,0.16,3.21
422,inFAMOUS,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
423,Pac-Man Collection,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
424,Mass Effect,PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
425,WarioWare: Smooth Moves,PSP,2007,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
426,Cooking Mama: Cook Off,PSP,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
427,Titanfall,SNES,1995,Role-Playing,Enix Corporation,0,0,3.19,0,3.19
428,Sonic Mega Collection Plus,X360,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
429,Sega Superstars Tennis,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
430,World Soccer Winning Eleven 7 International,WiiU,2015,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
431,Hot Shots Golf 3,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
432,Call of Duty: Finest Hour,Wii,N/A,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0,0.29,3.17
433,Zumba Fitness 2,DS,2008,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
434,Syphon Filter,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
435,Imagine: Babyz,DS,2008,Adventure,Disney Interactive Studios,1.88,0.98,0,0.3,3.16
436,Colin McRae Rally,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
437,Madden NFL 13,DS,2008,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0,0.29,3.15
438,The Elder Scrolls III: Morrowind,DS,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.15
439,Mortal Kombat,PS3,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
440,F-Zero,XOne,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
441,Yoshi's Story,PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14
442,Command & Conquer: Red Alert,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13
443,Skylanders: Spyro's Adventure,PS,1998,Racing,Electronic Arts,2.14,0.86,0,0.13,3.12
444,BioShock,N64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
445,Madden NFL 10,DS,2006,Misc,Nintendo,0.91,1,1.03,0.17,3.12
446,Medal of Honor,PS3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
447,WWE SmackDown! vs. Raw,NES,1990,Role-Playing,Enix Corporation,0.08,0,3.03,0.01,3.12
448,Metroid Prime,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449,Finding Nemo,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
450,Myst,X360,2014,Sports,Electronic Arts,0.78,2.02,0,0.3,3.11
451,Need for Speed: Hot Pursuit,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
452,Imagine: Fashion Designer,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
453,WWE SmackDown! Here Comes the Pain,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
454,Star Wars: The Force Unleashed,X360,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
455,Yoshi's Island DS,3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
456,Hot Shots Golf,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
457,Killzone 3,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07
458,A Bug's Life,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
459,WWF SmackDown! Just Bring It,X360,2008,Action,Activision,1.91,0.84,0,0.29,3.05
460,Dragon Quest V: Tenkuu no Hanayome,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
461,Mortal Kombat Trilogy,Wii,2010,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
462,NBA Street,X360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03
463,Professor Layton and the Last Specter,PS,1995,Platform,Ubisoft,1.54,1.33,0,0.16,3.03
464,Monster Hunter Tri,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
465,Jak II,XB,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02
466,inFAMOUS: Second Son,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
467,Ratchet & Clank: Going Commando,PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02
468,Tekken 6,XOne,2015,Shooter,Microsoft Game Studios,2.38,0.32,0,0.31,3
469,The Sims,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3
470,Sonic and the Secret Rings,PS2,2007,Fighting,Atari,1.15,0,0.76,1.09,3
471,Saints Row: The Third,PS2,N/A,Fighting,N/A,1.57,1.02,0,0.41,3
472,Missile Command,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
473,Mario Paint,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
474,Pokémon Stadium 2,PC,2000,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99
475,Metroid,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
476,Call of Duty 3,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99
477,Onimusha: Warlords,3DS,2015,Simulation,Nintendo,0.47,1,1.39,0.12,2.98
478,Mortal Kombat X,PS3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97
479,Mario Party,PC,2014,Simulation,Electronic Arts,0.96,1.72,0,0.29,2.97
480,Madden NFL 12,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.97
481,LEGO Star Wars II: The Original Trilogy,PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96
482,Madden NFL 11,DS,2008,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96
483,Mario vs. Donkey Kong: Mini-Land Mayhem!,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
484,Skate 3,X360,2009,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95
485,Burnout 3: Takedown,N64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
486,Yokai Watch 2 Shinuchi,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
487,Need for Speed: Shift,PS2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
488,Final Fantasy XIII-2,PS3,2009,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
489,Call Of Duty 2: Big Red One,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
490,Fable,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
491,Hannah Montana,Wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
492,Skylanders Giants,Wii,2007,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91
493,Medal of Honor Heroes,GBA,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
494,Super Mario Bros.: The Lost Levels,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9
495,Star Wars: Shadows of the Empire,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9
496,Midnight Club: Street Racing,PS2,2004,Misc,Sega,1.54,1.14,0,0.22,2.9
497,Pac-Man: Adventures in Time,X360,2008,Sports,Sega,1.75,0.86,0,0.28,2.9
498,Halo Wars,PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
499,God of War Collection,PS3,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
500,ESPN NFL 2K5,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
501,Mario Strikers Charged,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
502,NBA 2K12,Wii,2011,Sports,Majesco Entertainment,1.54,1.07,0,0.28,2.88
503,Style Savvy,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
504,Harry Potter and the Chamber of Secrets,DS,2007,Simulation,Ubisoft,1.3,1.27,0,0.31,2.88
505,Super Mario All-Stars: Limited Edition,PS,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87
506,Streets of Rage,XOne,2013,Shooter,Activision,1.87,0.77,0,0.22,2.86
507,FIFA Soccer 09,X360,2012,Sports,Electronic Arts,2.53,0.16,0,0.17,2.86
508,Ratchet & Clank Future: Tools of Destruction,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
509,NBA Live 2005,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0,0.32,2.85
510,Killzone: Shadow Fall,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
511,Ghostbusters: The Video Game (DS Version),N64,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
512,Monster Hunter Freedom 2,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0,0.14,2.85
513,WWE SmackDown vs. RAW 2007,Wii,2011,Action,Activision,1.4,1.14,0,0.31,2.85
514,Ratchet & Clank: Up Your Arsenal,PS3,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85
515,Art Academy,PS3,2010,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84
516,Dragon Age: Origins,X360,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
517,Madden NFL 08,X360,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83
518,Sonic Adventure 2 Battle,PS3,2010,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
519,Dragon Warrior II,PS2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
520,Pokémon Colosseum,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
521,Deca Sports,GBA,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82
522,Madden NFL 09,PC,1994,Adventure,Red Orb,0.02,2.79,0,0,2.81
523,Space Invaders,PS3,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
524,Crazy Taxi,DS,2007,Simulation,Ubisoft,1.32,1.19,0,0.3,2.81
525,Perfect Dark,PS2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8
526,Game Party,X360,2008,Action,LucasArts,1.74,0.8,0,0.26,2.8
527,Dragon Warrior,DS,2006,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8
528,Tomb Raider (2013),PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
529,Marvel: Ultimate Alliance,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
530,PES 2009: Pro Evolution Soccer,PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0,0.11,2.79
531,Mario Party 2,PS2,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
532,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,SNES,1992,Role-Playing,Enix Corporation,0,0,2.78,0.01,2.79
