Rank,Name,Genre,ESRB_Rating,Platform,Developer,Publisher,Critic_Score,User_Score,Year
281,Resistance: Fall of Man,Action,T,PS,Blue Planet Software,Atari,7,7.4,2000
282,Tom Clancy's Rainbow Six: Siege,Racing,T,PS2,Endemol,VU Games,7.7,9.1,2003
283,Watch Dogs,MMO,T,PC,Big Grub,Blizzard Entertainment,9,8,2010
284,Animal Crossing: City Folk,Sports,T,PS,Bemani,Activision,9.3,8,2000
285,Starbound,Action,T,PS4,Yuke's Osaka,Capcom,9.3,9,2018
286,Asteroids,Racing,E,PSP,Helixe,Sony Computer Entertainment,7.7,9.5,2009
287,Dragon Quest VII,Action,T,PS2,ZeniMax Online Studios,Electronic Arts,8.3,8,2002
288,Monster Hunter Generations,Action,T,PS,Midway Amusement Games,Eidos Interactive,8.9,8,1996
289,Batman: Arkham Asylum,Action,M,PS2,Team Ninja,Sony Computer Entertainment,9.3,7.4,2005
290,God of War II,Adventure,E,SNES,Croteam,Nintendo,10,9.1,1992
291,Namco Museum,Racing,E,X360,Flagship,Microsoft Studios,9.1,7.5,2011
292,Daxter,Misc,T,Wii,Psyonix Studios,RedOctane,8.6,7.4,2007
293,Super Paper Mario,Role-Playing,E,NS,Landfall West,Nintendo,8.3,9.1,2018
294,Assassin's Creed: Revelations,Shooter,M,PC,Ndemic Creations,2K Games,8,8,2013
295,Metal Gear Solid 3: Snake Eater,Role-Playing,E,DS,Spike,Nintendo,9.1,8,2009
296,FIFA Soccer 06,Sports,E,PS3,TOSE Software,EA Sports,6.9,8,2014
297,Monster Hunter 4 Ultimate,Sports,E,Wii,Midway Studios San Diego,Sega,6.8,7.4,2009
298,Street Fighter IV,Shooter,T,PS4,Acquire,Blizzard Entertainment,8.8,9.1,2016
299,7 Days to Die,Sports,E,PS2,Check Six Games,EA Sports,9.5,7.5,2004
300,Teenage Mutant Ninja Turtles,Misc,T,X360,Paradox Interactive,RedOctane,8.7,7.4,2007
301,Just Cause 2,Shooter,T,PS4,Arkane Studios,Electronic Arts,8,8,2017
302,Excitebike,Action,M,PC,"Iwasaki Electronics Co., Ltd.",Deep Silver,7.1,8,2011
303,Frogger,Shooter,E,PC,Aki Corporation,Unknown,8,8,2011
304,Madden NFL 2003,Action-Adventure,T,PC,Jellyvision,Studio Wildcard,8,7.4,2015
305,Assassin's Creed: Unity,Adventure,E,PC,Nintendo R&D1 / Intelligent Systems,Red Orb,8,9.1,1997
306,Destiny 2,Strategy,T,PC,Art,Blizzard Entertainment,9.3,7.5,2010
307,Half-Life,Strategy,T,PC,Arzest,Blizzard Entertainment,9.3,7.4,2002
308,Super Mario World 2: Yoshi's Island,Platform,E,2600,Red Storm Entertainment,Activision,8,8,1982
309,Batman: Arkham Knight,Adventure,E,DS,Sculptured Software,Nintendo,8.7,8,2008
310,FIFA 07 Soccer,Sports,E,PS2,Sega-AM2,EA Sports,8.5,8,2006
311,The Sims 4,Action,E,PS2,NanaOn-Sha,Activision,8.2,7.4,2002
312,Monster Hunter 4,Simulation,E,3DS,Running With Scissors,Nintendo,7.2,9.1,2011
313,Street Fighter II Turbo,Role-Playing,M,X360,TT Fusion,Take-Two Interactive,9.2,7.5,2009
314,Assassin's Creed Origins,Adventure,E,GC,Supermassive Games Ltd.,Nintendo,9.6,7.4,2003
315,Far Cry 4,Sports,T,PS2,EA Bright Light,Activision,9.1,8,2001
316,Carnival Games,Sports,E,PS2,Papaya Studios,Konami,8.8,8,2007
317,World Soccer Winning Eleven 9,Adventure,E,NES,FarSight Studios,Nintendo,8,7.4,1988
318,Forza Motorsport 2,Misc,E10,Wii,KCEJ,Ubisoft,5.6,9.1,2010
319,Namco Museum Vol.3,Shooter,M,PS4,Midway Games,Ubisoft,8,7.5,2016
320,Tekken Tag Tournament,Racing,T,PS2,Bossa Studios,Electronic Arts,8.6,7.4,2005
321,Golf,Shooter,M,PS3,Inland Productions,Sony Computer Entertainment,8.5,9.1,2006
322,Diablo II,Shooter,E,PS4,Hinterland Studio Inc.,Ubisoft,8,8,2015
323,Disney's Aladdin,Shooter,M,X360,Krome Studios,Activision,9.1,8,2014
324,EyeToy Play,Action-Adventure,M,PS4,Free Lives Games,Ubisoft,8,8,2014
325,Just Dance,Simulation,E,Wii,"Luxoflux, Inc.",Nintendo,7.1,8.8,2008
326,Star Fox 64,Misc,E,PC,SCEI,"Infocom, Inc.",8,8,2014
327,Super Mario Maker,Shooter,E,2600,Tango Gameworks,Atari,8,7.4,1981
328,World of Warcraft: Wrath of the Lich King,Role-Playing,T,PS,Rockstar Vancouver,Enix,8,9.1,2001
329,The Legend of Zelda: Oracle of Ages / Seasons,Action,T,3DS,Good-Feel,Capcom,8.8,7.5,2016
330,Namco Museum: 50th Anniversary,Action,T,PS3,Disney Interactive Studios,Eidos Interactive,9,7.4,2009
331,NBA 2K16,Shooter,M,PS3,Ambrella,Activision,9.1,9.7,2014
332,Left 4 Dead 2,Action,M,PS2,MachineGames,Sony Computer Entertainment,9.3,9.8,2007
333,Far Cry 5,Misc,E,GBA,Sucker Punch,Namco,8,7.8,2001
334,Battlefield 4,Platform,E10,PSP,M2,Sony Computer Entertainment,8.6,8,2006
335,Assassin's Creed IV: Black Flag,Platform,E,Wii,Red Zone Entertainment,Nintendo,8.5,7.4,2007
336,EA Sports Active,Action,M,PS3,Ubisoft Reflections,Ubisoft,8.8,9.1,2011
337,Half-Life 2: Episode One,Action,M,PS2,Climax Group,Konami,9,7.5,2004
338,Donkey Kong Land,Action,M,X360,Genuine,Ubisoft,7.9,7.4,2011
339,English Training: Have Fun Improving Your Skills!,Sports,E,PS2,Moon Studios,EA Sports,8.4,8,2005
340,Dragon Quest III,Role-Playing,T,3DS,Acclaim Entertainment,Capcom,8.8,8,2015
341,Tony Hawk's Underground,Fighting,T,PS3,AKI Corporation / EA Canada,Capcom,9.3,9,2009
342,Just Dance 2014,Action,M,PC,VIS Entertainment,The Fun Pimps,8,8,2013
343,Professor Layton and the Diabolical Box,Sports,E,X360,Helixe / Altron,EA Sports,9.2,7.4,2011
344,Sports Champions,Shooter,M,PS4,Terminal Reality,Activision,7.5,9.1,2013
345,MotorStorm,Platform,E,NES,Capcom/Disney,Ultra Games,5.9,7.5,1989
346,World Soccer Winning Eleven 8 International,Action,M,PC,Realtime Worlds,Eidos Interactive,8.2,7.4,2010
347,Namco Museum Vol.1,Racing,E,NES,Various,Nintendo,8,9.7,1985
348,The Legend of Zelda: Link's Awakening,Action,E,PS,Big Ape Productions,Hasbro Interactive,8,9.8,1997
349,Resident Evil VII: Biohazard,Shooter,T,XOne,Monolith Soft,Electronic Arts,6.9,7.8,2015
350,Monster Hunter Freedom Unite,Sports,E,X360,CyberConnect2,EA Sports,8,8,2013
351,Gran Turismo Sport,Sports,E,PS2,Studio MDHR,EA Sports,9.4,7.4,2002
352,LEGO Indiana Jones: The Original Adventures,Action,M,PS4,Eidos Montreal,Ubisoft,8,9.1,2014
353,The Sims: Unleashed,Shooter,T,PS4,989 Studios,Activision,8,7.5,2017
354,Tomodachi Collection,Shooter,M,PC,Griptonite Games,Sierra Entertainment,9.5,7.4,1998
355,Ratchet & Clank: Size Matters,Platform,E,SNES,Rebellion Developments,Nintendo,9,8,1995
356,Harry Potter and the Sorcerer's Stone,Action,M,PS4,Global Star,Warner Bros. Interactive,8.1,8,2015
357,Pokemon Trading Card Game,Sports,E,PS2,Magic Pockets,EA Sports,8.4,8,2006
358,Spyro: Year of the Dragon,Simulation,T,PC,3d6 Games,Electronic Arts,7,8,2014
359,The Legend of Zelda: A Link Between Worlds,Role-Playing,E,3DS,Nihilistic,Capcom,8,7.4,2013
360,FIFA Soccer 2005,Fighting,E,SNES,ArtePiazza,Capcom,9,9.1,1993
361,Diablo III: Reaper of Souls,Role-Playing,M,X360,Square,Bethesda Softworks,8.2,7.5,2010
362,The Legend of Zelda: Skyward Sword,Action,M,PS4,High Horse Entertainment,Ubisoft,8,7.4,2017
363,Tony Hawk's Pro Skater 4,Shooter,M,PS4,Compile,Ubisoft,8.4,9.7,2014
364,Midnight Club 3: DUB Edition,Misc,E,Wii,Greenheart Games,Global Star Software,4.2,9.8,2007
365,MySims,Sports,E,PS2,Firaxis Games,Konami,8.9,7.8,2006
366,Banjo-Kazooie,Racing,E,X360,Cauldron,Microsoft Game Studios,9.1,8,2007
367,SOCOM: U.S. Navy SEALs,Misc,E,PS,Sony Computer Entertainment America,Namco,8,7.4,1997
368,Jak and Daxter: The Precursor Legacy,Fighting,T,PS2,Cooking Mama Ltd.,Namco,8.7,9.1,2000
369,Pokemon Snap,Sports,E,NES,Larian Studios,Nintendo,8,7.5,1985
370,Pro Evolution Soccer 2008,Role-Playing,M,PC,Webfoot Technologies,Blizzard Entertainment,8.8,7.4,2000
371,FIFA Soccer 10,Platform,E,GEN,Point of View,Sega,8,8,1993
372,Guitar Hero: World Tour,Misc,E,PS2,Uber Entertainment,Sony Computer Entertainment,7.5,8,2003
373,Gears of War: Ultimate Edition,Misc,E10,Wii,EA Chicago,Ubisoft,5.4,8,2009
374,Star Wars Battlefront,Shooter,E,N64,Paradigm Entertainment,Nintendo,9,8,1997
375,Doom II,Platform,E,WiiU,HB Studios Multimedia,Nintendo,8.8,8,2015
376,The Simpsons: Road Rage,MMO,T,PC,General Entertainment,Blizzard Entertainment,9.3,9.3,2008
377,BattleBlock Theater,Role-Playing,M,PS3,Ninja Theory,Bethesda Softworks,8.8,8,2008
378,Assassin's Creed Syndicate,Adventure,E,GBC,PopCap Games,Nintendo,8,8,2001
379,Star Wars Battlefront II,Role-Playing,M,PC,Atlus,Bethesda Softworks,9.2,7.4,2011
380,Cooking Mama 2: Dinner With Friends,Misc,E10,PS2,EA Montreal,Namco,8,9.1,2005
381,Undertale,Sports,E10,PS4,Micronics,2K Sports,8.7,7.5,2015
382,WWF SmackDown!,Shooter,M,X360,SCE Japan Studio,Electronic Arts,9,7.4,2009
383,Croc: Legend of the Gobbos,Action,M,PS4,Frontier Studio,Ubisoft,7.9,9.7,2018
384,The Getaway,Shooter,M,PS4,SCEA Bend Studio / Naughty Dog,Electronic Arts,8.3,9.8,2013
385,Tomb Raider III: Adventures of Lara Croft,Action-Adventure,M,PS3,CAProduction,Ubisoft,8.7,7.8,2013
386,Assassin's Creed: Brotherhood,Sports,E,Wii,Konami Computer Entertainment Shinjuku,EA Sports,8.3,8,2009
387,James Bond 007: Agent Under Fire,Shooter,M,PC,Relentless Software,Electronic Arts,8.7,7.4,2006
388,LEGO Star Wars: The Video Game,Platform,E,GB,Altron,Nintendo,8,9.1,1995
389,Rugrats in Paris: The Movie,Misc,E,DS,People Can Fly / Epic Games,Nintendo,8,7.5,2006
390,NBA 2K17,Role-Playing,E,NES,Sonic Team/Dimps Corporation,Enix,8,7.4,1992
391,Spyro 2: Ripto's Rage!,Sports,T,PS2,KCET,Activision,8.7,8,2003
392,Left 4 Dead,Music,E10,Wii,Mind Candy,Ubisoft,7.4,8,2013
393,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Adventure,E10,DS,Pivotal Games,Nintendo,8.5,8,2009
394,Fable II,Sports,E10,PS3,BestGameEver.com,Sony Computer Entertainment,7.6,8,2010
395,Kung Fu,Racing,T,PS3,Klei Entertainment,Sony Computer Entertainment,8.2,8,2007
396,Resident Evil 3: Nemesis,Sports,E,PS2,Fall Line Studio,Konami,9.3,8,2005
397,World of Warcraft: The Burning Crusade,Misc,E,PS,Ubisoft Montreal / Red Storm Entertainment,Namco,8,8,1996
398,FIFA Soccer 2004,Adventure,E,GB,Creatures Inc.,Nintendo,8,8,1993
399,Pokemon Mystery Dungeon: Blue Rescue Team,Action,M,PS4,Project Soul,Capcom,8.6,8,2017
400,Mortal Kombat X,Role-Playing,T,PSP,Tecmo,Capcom,7.7,9.7,2009
401,Battlefield: Bad Company 2,Racing,E,PS4,Jupiter Multimedia,Sony Interactive Entertainment,8,8,2017
402,Borderlands,Adventure,E10,X360,Red Line Studios,LucasArts,7.5,7.4,2008
403,Dying Light,Simulation,T,PC,kChamp Games,Electronic Arts,7.3,9.1,2002
404,Guitar Hero: On Tour,Misc,E,DS,Press Start Inc.,Nintendo,8,7.5,2009
405,Dragon Ball Z: Budokai,Platform,E10,PSP,The Code Monkeys,Sony Computer Entertainment,8.5,7.4,2007
406,Halo: The Master Chief Collection,Action,E,PS,Hyde,Electronic Arts,8,9.7,2001
407,LEGO Batman: The Videogame,Strategy,E,GB,Amusement Vision,Nintendo,8.3,9.8,2000
408,Tekken 4,Sports,E,XOne,Visceral Games,Electronic Arts,8.8,7.8,2016
409,LittleBigPlanet 2,Platform,E,PS,Gremlin Interactive,Sony Computer Entertainment,9.1,8,2000
410,Grand Theft Auto 2,Adventure,E,3DS,Genki,Nintendo,9.3,7.4,2013
411,Spider-Man 2,Sports,E,PS2,PlatinumGames,EA Sports,8.4,9.1,2004
412,F-1 Race,Action,E,PC,GungHo Online Entertainment,Blizzard Entertainment,8,7.5,2014
413,World of Warcraft: Battle for Azeroth,Adventure,T,Wii,FireFly Studios,Nintendo,9.4,7.4,2011
414,FIFA Soccer 2003,Sports,T,PS2,Blue Castle Games,Activision,9.6,8,2002
415,Crash Bash,Racing,E10,PSP,4a-games,Rockstar Games,7.2,8,2005
416,Gears of War 4,Simulation,E,DS,Undead Labs,Electronic Arts,6.7,8,2007
417,Tekken: Dark Resurrection,Platform,E,N64,Barking Lizards,Nintendo,9.3,9.4,1998
418,The Elder Scrolls V: Skyrim Special Edition,Shooter,M,PS2,Hellbent Games,Sony Computer Entertainment,8,8,2002
419,Watch Dogs 2,Shooter,M,PS3,Technos Japan Corporation,Electronic Arts,8.7,8,2013
420,The Legend of Zelda: Majora's Mask,Platform,E,PS2,Zoe Mode,Sony Computer Entertainment,9,8.9,2001
421,WWF War Zone,Simulation,E,N64,Kush Games,Nintendo,7.9,8,1999
422,Yoshi's Island DS,Sports,E,PS2,Ubisoft Shanghai,Konami,8.2,7.4,2008
423,NBA 2K18,Sports,E,PS3,MTO,EA Sports,9,9.1,2009
424,Big Brain Academy: Wii Degree,Misc,T,Wii,WayForward,Activision,8.4,7.5,2008
425,Rugrats: Search For Reptar,Shooter,M,XOne,Crate Entertainment,Microsoft Studios,8,7.4,2015
426,Luigi's Mansion,Shooter,T,PS2,Arc System Works,LucasArts,8.1,9.7,2004
427,James Bond 007: Nightfire,Shooter,M,PC,Kaos Studios,GT Interactive,9.3,9.8,1994
428,Ratchet & Clank,Racing,T,PS2,Tom Create,Electronic Arts,6.1,7.8,2001
429,Animal Crossing: Happy Home Designer,Platform,E,PC,2K Boston / 2K Australia / 2K Marin,The Behemoth,8,8,2014
430,Star Wars Episode III: Revenge of the Sith,Action,M,PS4,Blitz Games,Ubisoft,8.6,7.4,2015
431,Max Payne,Shooter,T,PS2,Big Park,LucasArts,8.5,9.1,2005
432,Madden NFL 16,Action,M,XOne,Ubisoft San Francisco,Ubisoft,8,7.5,2014
433,World of Warcraft: Legion,Simulation,E,DS,Sand Grain Studios,Majesco,6.9,7.4,2007
434,World of Warcraft: Warlords of Draenor,Role-Playing,E,PC,Danger Close Games,Toby Fox,8,7.4,2015
435,Dark Souls III,Fighting,T,PS,Barnstorm Games,THQ,8,9.1,2000
436,Dark Souls: Prepare to Die Edition,Platform,E,PS,Incognito Inc.,Fox Interactive,7.6,7.5,1997
437,The Lord of the Rings: The Return of the King,Shooter,M,X360,SCEA,Electronic Arts,8.7,7.4,2013
438,Half-Life 2: Episode Two,Action,M,PS2,Blue Byte Studio,Rockstar Games,8.3,9.7,2006
439,Madden NFL 17,Action,M,PS2,tri-Ace,Sony Computer Entertainment,7.7,9.8,2003
440,True Crime: Streets of LA,Adventure,T,PS,"Z-Axis, Ltd.",Eidos Interactive,8.2,7.8,1998
441,Gran Turismo (PSP),Action,T,X360,"Livesay Technologies, Inc.",Eidos Interactive,9.1,8,2009
442,Far Cry 3,Action,M,X360,Spike Chunsoft,Ubisoft,9.1,7.4,2010
443,God of War: Chains of Olympus,Shooter,T,PS2,Namco Bandai,Electronic Arts,8,9.1,2001
444,Tekken,Action,E,PS2,Taito Corporation,Eidos Interactive,7.9,7.5,2005
445,Flash Focus: Vision Training in Minutes a Day,Action,M,X360,Nintendo SPD Production Group 1/Team Ninja,Capcom,8.6,7.4,2009
446,007: Tomorrow Never Dies,Action,E,PS,Paradox Development,THQ,8,8,2000
447,L.A. Noire,Sports,E,PS4,Criterion,2K Sports,9,8,2016
448,Baseball,Sports,E,X360,Pitbull Syndicate,EA Sports,8.7,8,2010
449,Dragon Quest IV,Platform,E,PS,Codemasters Birmingham,Sony Computer Entertainment,8.7,8,1999
450,Dragon Quest VI: Maboroshi no Daichi,Shooter,M,X360,Level 5/Studio Ghibli,Valve Corporation,8.7,9,2008
451,Killer Instinct,Platform,E,SNES,Namco Tales Studio,Nintendo,8.8,8,1996
452,WWF SmackDown! 2: Know Your Role,Role-Playing,M,X360,Natsume,Microsoft Game Studios,9,9.3,2008
453,Middle-Earth: Shadow of Mordor,Action,E,NES,Acclaim Studios Salt Lake City,Nintendo,8,8,1985
454,Personal Trainer: Cooking,Action,M,PS,Steel Monkeys,Capcom,9.4,8,1999
455,Enter the Matrix,MMO,T,PC,Rockstar Leeds/North,Blizzard Entertainment,9.2,8,2007
456,Assassin's Creed Odyssey,Sports,E,PS2,RobTop Games,EA Sports,8,8,2003
457,Ace Combat 04: Shattered Skies,Role-Playing,E,DS,Acclaim Studios Austin,Nintendo,6.3,8,2006
458,Sonic Heroes,Fighting,M,PS4,Evil Tortilla Games,Warner Bros. Interactive Entertainment,8,8,2015
459,Club Penguin: Elite Penguin Force,Shooter,M,X360,Cavia Inc.,Electronic Arts,9,9.3,2010
460,FIFA Soccer 08,Shooter,M,X360,Ubisoft Sofia,2K Games,8.3,8,2009
461,Spider-Man,Sports,E,DS,Mouldy Toof Studios,Sega,7.6,8,2009
462,Need for Speed III: Hot Pursuit,Action,E,PC,Page 44 Studios,Warner Bros. Interactive Entertainment,8,8,2016
463,Star Wars Episode I Racer,Misc,E10,DS,SIE Japan Studio,Activision,7.1,8.1,2008
464,Tekken 6,Fighting,T,PS2,Black Lantern Studios,Atari,8,8,2002
465,Yoshi,Shooter,M,XOne,Pocket Studios,Microsoft Studios,8,7.4,2014
466,Resident Evil 6,Adventure,E10,X360,Melbourne House,Warner Bros. Interactive,7.5,9.1,2008
467,Tom Clancy's Ghost Recon Wildlands,Fighting,T,PS2,Rocket Company,Namco,7.9,7.5,2002
468,NBA 2K13,Sports,E,PS4,Snowblind Studios,EA Sports,8,7.4,2013
469,Titanfall,Platform,E,PS3,3DO,Sony Computer Entertainment,9.1,9.7,2011
470,Mario Party 9,Action,E,PS,Polytron Corporation,Rockstar Games,6.9,9.8,1999
471,Mass Effect 2,Shooter,T,XOne,Advanced Technology Group,Activision,8.3,7.8,2014
472,Madden NFL 2002,Action,T,PS2,"Yuke's Co., Ltd.",Activision,7.9,8,2004
473,World Class Track Meet,Racing,E,GB,3G Studios,Nintendo,8,7.4,1991
474,Saints Row 2,MMO,E,PC,Tamsoft,Blizzard Entertainment,8,9.1,2018
475,Donkey Kong,Sports,E,PS2,Shift,EA Sports,8,7.5,2002
476,The Sims: Vacation,Misc,E,PS,Sports Interactive,Sony Computer Entertainment,6.8,7.4,2000
477,Heavy Rain,Shooter,M,XOne,Artech Studios,Microsoft Studios,8,8,2016
478,Borderlands 2,Fighting,T,PSP,Slant Six Games,Namco Bandai,8.7,7.4,2006
479,Kung Fu Panda,Role-Playing,M,PS4,Griptonite Studio,Bethesda Softworks,8.3,9.1,2016
480,Mass Effect 3,Action,E,PS4,Capcom Production Studio 3 / Flagship,Ubisoft,8,7.5,2016
481,New Super Luigi U,Adventure,E,N64,Pack-In Video,Nintendo,9.3,7.4,2000
482,Rhythm Heaven,Fighting,T,PS,Electronic Arts,Acclaim Entertainment,8,9.7,1998
483,Metal Gear Solid V: The Phantom Pain,Platform,E,DS,Chris Sawyer,Nintendo,8.2,9.8,2006
484,Rayman,Action-Adventure,M,X360,49Games,Ubisoft,8.5,7.8,2013
485,Tom Clancy's Splinter Cell,Sports,E10,PS4,Oddworld Inhabitants,2K Sports,8.1,8,2017
486,Mike Tyson's Punch-Out!!,Misc,E,Wii,High Voltage Software,Nintendo,7.1,7.4,2007
487,Professor Layton and the Unwound Future,Adventure,E,PS,Savage Entertainment,THQ,8,9.1,1998
488,WWE SmackDown! Shut Your Mouth,Action,E,GC,Sony Computer Entertainment,Nintendo,7.9,7.5,2001
489,Disney Epic Mickey,Shooter,T,PS2,Alchemist,Electronic Arts,8,7.4,2002
490,Killzone 2,Platform,T,PS2,Monomi Park,Sony Computer Entertainment,8,8,2002
491,Crysis,Simulation,E,3DS,neo Software,Nintendo,6.6,7.4,2015
492,Fable,Action,T,PS2,Kodiak Interactive,LucasArts,8,9.1,2005
493,Gears of War 3,Shooter,M,PS2,FreeStyleGames,Rockstar Games,8.1,7.5,2001
494,Kinect Sports,Sports,E,PS4,Majesco Games,EA Sports,8.2,7.4,2015
495,Sonic and the Secret Rings,MMO,T,PC,Locomotive Games,Blizzard Entertainment,8,9.7,2016
496,Sonic Rush,MMO,T,PC,HB Studios,Activision Blizzard,8,9.8,2014
497,The Legend of Zelda: Majora's Mask 3D,Role-Playing,E,PC,Surreal Software,Namco Bandai Games,8,7.8,2016
498,Warcraft II: Tides of Darkness,Role-Playing,M,PC,Spike / Bandai Namco Games,Namco Bandai Games,8,8,2012
499,WWE SmackDown! vs. Raw 2006,Action,T,PS2,HFM Games,Electronic Arts,8.4,7.4,2003
500,Kirby Super Star Ultra,Shooter,M,PC,Left Field Productions,Valve Software,9.1,9.1,2007
501,Star Fox,Sports,E,PS4,Sinister Games,EA Sports,8.5,7.5,2016
502,The Sims: Livin Large,Action,M,PS2,Big Fish Games,Activision,8,7.4,2003
503,inFAMOUS,Racing,E,PSP,Infogrames,Sony Computer Entertainment,8,8,2009
504,World Soccer Winning Eleven 6 International,Shooter,E,PS3,JAKKS Pacific,Ubisoft,8,8,2012
505,Mario vs. Donkey Kong: Mini-Land Mayhem!,Action,M,PSP,Light Weight,Sony Computer Entertainment,8.9,9.5,2008
506,Style Savvy,Sports,E,XOne,SIE San Diego Studio,EA Sports,8.5,8,2015
507,Super Meat Boy,Fighting,T,PS,Sega-AM3,Namco,8.3,8,1995
508,Star Wars: The Old Republic,Misc,E,DS,Motivetime,Nintendo,6.1,8,2007
509,The Legend of Zelda: Spirit Tracks,Shooter,T,PS,City Interactive,Electronic Arts,6.2,8,1999
510,Hitman 2: Silent Assassin,Adventure,M,PS3,Beam Team Games,Rockstar Games,9.1,7.4,2011
511,Yokai Watch 2: Psychic Specters,Sports,E,NES,Midway Games West,Nintendo,8,9.1,1985
512,SOCOM II: U.S. Navy SEALs,Role-Playing,E,NES,ASCII Entertainment,Enix,8,7.5,1992
513,Wave Race 64,Role-Playing,E,SNES,Sammy Studios,Enix,8,7.4,1995
514,Pac-Man Collection,Fighting,T,SNES,Syrox Developments,Nintendo,8,9.7,1995
515,Pokemon Ranger,Fighting,T,PS,Dodge Roll,THQ,8.7,9.8,2000
516,Madden NFL 13,Action,M,PS4,K2 LLC,Warner Bros. Interactive Entertainment,8,7.8,2014
517,Doom (2016),Action-Adventure,M,PS4,Team ICO,Ubisoft,8.3,8,2013
518,Mass Effect,Misc,E,DS,Konami Computer Entertainment Hawaii,Nintendo,8.4,7.4,2008
519,Dragon Ball Z: Budokai 2,Action,T,PS2,Funcom Oslo A/S,Atari,8,9.1,2003
520,Final Fantasy III,Action-Adventure,M,PS4,Day 1 Studios,Ubisoft,9.5,7.5,2018
521,Mortal Kombat (2011),Role-Playing,M,PS3,The Creative Assembly,Bethesda Softworks,8.2,7.4,2010
522,World Soccer Winning Eleven 7 International,Simulation,E,PS2,Entrada Interactive,Namco,8.9,8,2001
523,Sega Superstars Tennis,Platform,E,PS2,Mega Crit Games,Sega,6.6,8,2004
524,Cooking Mama: Cook Off,Adventure,E,DS,Giants Software,Disney Interactive Studios,7,8,2008
525,Hot Shots Golf 3,Sports,E,PS2,Ruffian Games,EA Sports,8,8,2007
526,Call of Duty: Finest Hour,Sports,E,XOne,Mercury Steam,EA Sports,8,8,2017
527,Syphon Filter,Action,E,PS,G-Craft,Activision,8,7.4,2000
528,Imagine: Babyz,Racing,E,PS,Level 5/Brownie Brown,Electronic Arts,8,9.1,1998
529,Mafia III,Role-Playing,M,PS3,Tantalus Interactive,Bethesda Softworks,9.3,7.5,2007
530,Subnautica,Racing,E,N64,Q Entertainment,LucasArts,8.7,7.4,1999
531,Colin McRae Rally,Fighting,T,PS3,Robot Entertainment,Namco Bandai,7.9,9.7,2009
532,1-2-Switch,Puzzle,E,GB,Bandai Namco,Nintendo,8,9.8,1992
533,Wii Music,Action,M,PS3,Warhorse Studios,Capcom,8,7.8,2012
534,Yokai Watch,Shooter,M,PS4,Relic Entertainment,Ubisoft,7,8,2017
535,The Elder Scrolls III: Morrowind,Sports,E,X360,O-TWO inc.,2K Sports,8.6,7.4,2012
536,Prison Architect,Shooter,M,XOne,Sony Online Entertainment,Electronic Arts,8,9.1,2014
537,Fire Emblem Fates,Party,E,Wii,EA Salt Lake,Nintendo,6.5,7.5,2012
538,Command & Conquer: Red Alert,Role-Playing,M,X360,Rockstar Vancouver/Mad Doc Software,Electronic Arts,9.5,7.4,2010
539,F-Zero,Sports,E,PS2,Headgate,EA Sports,8,8,2001
540,Yoshi's Story,Sports,E,NES,Freebird Games,Bandai,8,9.8,1987
541,The Walking Dead: A Telltale Games Series,Adventure,E10,Wii,Big Sky Software,Warner Bros. Interactive,7.3,7.8,2008
542,Metroid Prime,Action,M,X360,Vingt-et-un Systems,THQ,7.9,8,2008
543,Zumba Fitness 2,Platform,E,GB,bexide,Nintendo,8,7.4,1994
544,Madden NFL 10,Simulation,T,PC,EA UK,Electronic Arts,8,8,2002
545,BioShock,Shooter,M,XOne,Foundation 9,Activision,7.5,8,2013
546,Yoshi's Island: Super Mario Advance 3,Adventure,M,PS3,Chat Noir,Sony Computer Entertainment,8.8,8.6,2010
547,WWE SmackDown! vs. Raw,Adventure,E10,DS,Team17 Software,Warner Bros. Interactive,7.8,8,2008
548,Finding Nemo,Shooter,E,X360,Arika,2K Games,8,9.8,2013
549,Medal of Honor,Platform,E10,X360,Incognito Entertainment,Activision,7.5,7.8,2008
550,Diablo III: Ultimate Evil Edition,Role-Playing,M,X360,Barnhouse Effect,Electronic Arts,8,8,2012
551,Need for Speed: Hot Pursuit,Action,E,WiiU,Vigil Games,Nintendo,7.8,7.4,2013
552,Imagine: Fashion Designer,Music,E,DS,Starbreeze Studios,Nintendo,8.5,8,2009
553,Killzone 3,Action,M,PS4,"Cavia, inc.",Konami Digital Entertainment,8,8,2015
554,WWE SmackDown! Here Comes the Pain,Platform,E,PS,Yukie's Osaka,Ubisoft,7,8,1995
